penalt;running time
1526;0.017
156;1.74
156;3.281
134;4.536
156;5.969
150;7.488
158;8.989
156;9.994
138;11.464
156;12.555
154;14.047
156;15.449
156;17.229
158;19.078
156;20.568
158;22.361
158;23.704
156;24.903
140;26.098
134;27.568
170;28.88
152;30.225
156;31.544
156;32.884
144;34.058
148;35.332
156;36.576
158;39.985
148;44.5
158;45.909
132;47.347
174;48.501
158;49.792
156;51.386
156;53.348
162;54.868
156;55.934
156;57.477
152;58.797
142;59.808
