216;0.043
214;0.044
212;0.044
190;0.045
186;0.049
184;0.054
182;0.057
176;0.058
174;0.058
172;0.059
170;0.067
166;0.067
164;0.071
162;0.076
160;0.077
158;0.08
156;0.086
