penalt;running time
10430;6.004
268;6.093
859;6.165
1023;6.241
828;6.319
196;6.443
1572;6.447
676;6.671
546;6.727
956;6.838
763;6.949
639;7.059
681;7.446
619;7.949
583;8.226
968;8.391
608;8.503
650;8.558
786;8.614
664;8.78
1643;8.891
1747;8.952
1534;9.007
2721;9.173
704;9.285
994;9.341
617;9.452
602;9.617
1932;9.896
1695;10.231
940;10.286
4217;10.399
776;10.567
1600;10.678
713;10.903
1054;10.958
1756;11.126
820;11.35
1657;11.405
909;11.462
741;11.517
660;11.8
1443;11.911
1338;12.023
943;12.079
1554;12.135
615;12.247
662;12.302
502;12.413
616;12.469
480;12.581
467;12.692
1354;12.972
966;13.192
1197;13.246
569;13.357
723;13.411
750;13.522
1011;13.579
1164;13.635
795;13.802
806;13.913
1968;14.025
441;14.08
904;14.192
1307;14.248
381;14.528
750;14.583
1523;14.751
582;14.861
456;14.973
1619;15.085
618;15.252
794;15.475
1560;15.645
780;15.925
713;15.981
462;16.037
1044;16.093
500;16.205
676;16.428
622;16.484
640;16.54
1802;16.596
764;16.709
552;16.766
1543;17.214
903;17.324
531;17.38
784;17.606
1000;17.663
809;17.72
1343;17.833
768;18.002
886;18.059
802;18.113
1676;18.17
644;18.225
1504;18.338
911;18.393
920;18.561
1252;18.672
721;18.728
708;18.896
1868;19.064
714;19.348
704;19.406
1215;19.462
1387;19.519
666;19.575
599;19.631
1774;19.855
1045;19.91
852;20.079
944;20.191
533;20.248
1402;20.305
836;20.528
521;20.59
1132;20.645
532;20.702
820;20.758
812;21.21
531;21.323
1264;21.438
528;21.494
1481;21.551
1786;21.609
784;21.666
545;21.721
845;21.834
758;21.944
778;22.056
2237;22.282
1856;22.393
582;22.449
1669;22.504
760;22.617
942;22.729
616;22.784
1513;22.895
618;22.951
650;23.061
1689;23.229
762;23.506
1116;23.675
491;23.731
487;23.789
612;23.901
693;23.958
1747;24.07
1717;24.35
890;24.808
657;24.865
1706;24.978
705;25.09
585;25.146
760;25.201
1520;25.317
493;25.427
1086;25.539
552;25.651
634;25.819
1806;25.876
898;26.044
1605;26.157
555;26.323
1427;26.436
602;26.66
1700;26.825
540;26.992
1161;27.047
549;27.159
1504;27.437
1128;27.493
1884;27.551
1218;27.719
827;28.114
408;28.171
659;28.226
813;28.45
494;28.618
604;28.674
941;28.729
494;28.784
595;28.841
716;28.896
555;29.063
590;29.175
604;29.231
1597;29.288
840;29.345
416;29.401
658;29.456
630;29.682
1737;29.739
1595;29.797
567;30.077
1232;30.135
664;30.248
461;30.36
411;30.473
690;30.529
1557;30.704
1713;30.762
473;30.874
768;30.929
482;31.041
1657;31.152
661;31.207
918;31.375
606;31.486
586;31.544
1406;31.659
1207;31.772
745;31.942
1594;32.054
1002;32.11
1214;32.335
504;32.39
854;32.45
798;32.507
497;32.678
923;32.734
384;32.846
1187;33.012
1364;33.125
362;33.18
605;33.458
455;33.513
592;33.569
768;33.625
468;33.68
690;33.849
749;33.904
994;34.014
1398;34.07
825;34.126
532;34.181
581;34.293
690;34.574
1042;34.687
746;34.744
1054;34.855
706;34.912
1030;35.079
1640;35.136
459;35.192
1859;35.248
751;35.472
733;35.589
1846;35.702
666;35.983
1395;36.04
910;36.096
554;36.152
512;36.319
1551;36.375
796;36.43
978;36.654
964;36.712
615;36.824
663;36.881
606;36.994
518;37.218
432;37.33
460;37.496
640;37.664
855;37.719
681;37.888
636;38.112
967;38.449
1910;38.504
948;38.73
878;38.784
696;39.177
1218;39.288
655;39.4
434;39.512
738;39.623
1486;39.681
1460;39.737
1012;39.902
1062;40.126
634;40.182
434;40.239
604;40.352
1605;40.407
564;40.517
920;40.629
1747;40.686
660;40.854
3017;40.91
1575;41.023
808;41.079
434;41.133
676;41.246
483;41.302
996;41.414
1148;41.525
756;41.638
826;41.694
869;41.976
426;42.143
669;42.198
940;42.255
772;42.425
766;42.546
1068;42.731
418;42.789
905;43.013
940;43.068
582;43.124
560;43.35
645;43.405
437;43.516
1867;43.572
510;43.746
695;43.804
917;43.861
1670;43.972
1959;44.027
938;44.082
472;44.305
1205;44.416
1684;44.472
425;44.641
686;44.864
526;44.918
696;44.975
1880;45.255
438;45.311
1266;45.425
649;45.822
838;45.878
1062;45.935
1065;46.276
1007;46.333
736;46.389
1922;46.564
530;46.62
775;46.734
1574;46.902
1476;46.957
1680;47.015
710;47.072
708;47.129
706;47.187
962;47.299
542;47.356
654;47.47
845;47.641
791;47.755
738;47.812
346;47.868
642;47.924
520;47.98
615;48.15
1059;48.262
2172;48.318
398;48.376
633;48.545
1555;48.659
608;48.774
620;48.831
590;48.888
692;49.116
564;49.23
1532;49.286
627;49.343
749;49.455
666;49.741
1299;49.855
690;49.912
606;49.967
886;50.025
796;50.308
810;50.478
1499;50.535
1306;50.592
472;50.818
616;50.875
1915;51.211
643;51.266
1540;51.323
1853;51.434
595;51.548
659;51.606
622;51.774
949;51.831
512;51.888
750;52.0
680;52.055
499;52.28
1719;52.336
1651;52.507
725;52.731
855;52.899
1114;53.013
1454;53.069
626;53.516
1574;53.628
327;53.741
998;53.795
